Sat Apr 11 15:17:31 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 550.54.14              Driver Version: 550.54.14      CUDA Version: 12.4     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA L4                      Off |   00000000:41:00.0 Off |                    0 |
| N/A   33C    P8             15W /   72W |       0MiB /  23034MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
|   1  NVIDIA L4                      Off |   00000000:81:00.0 Off |                    0 |
| N/A   34C    P8             15W /   72W |       0MiB /  23034MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Evaluation return: -14.62, best: -inf
Evaluation return: 232.91, best: 276.14
Evaluation return: 230.88, best: 276.14
Evaluation return: 236.24, best: 276.14
Evaluation return: 230.65, best: 276.14
Evaluation return: 238.08, best: 276.14
Evaluation return: 239.15, best: 276.14
Evaluation return: 231.76, best: 276.14
Evaluation return: 237.24, best: 276.14
Evaluation return: 238.31, best: 276.14
Evaluation return: 246.49, best: 276.14
Evaluation return: 256.64, best: 276.14
Evaluation return: 253.33, best: 276.14
Evaluation return: 254.96, best: 276.14
Evaluation return: 259.68, best: 276.14
Evaluation return: 257.23, best: 276.14
Evaluation return: 247.04, best: 276.14
Evaluation return: 261.84, best: 276.14
Evaluation return: 253.80, best: 276.14
Evaluation return: 247.37, best: 276.14
Evaluation return: 237.14, best: 276.14
Evaluation return: 234.42, best: 276.14
Evaluation return: 235.85, best: 276.14
Evaluation return: 232.63, best: 276.14
Evaluation return: 232.64, best: 276.14
Evaluation return: 238.01, best: 276.14
Evaluation return: 242.89, best: 276.14
Evaluation return: 243.68, best: 276.14
Evaluation return: 248.66, best: 276.14
Evaluation return: 246.19, best: 276.14
Evaluation return: 257.21, best: 276.14
Evaluation return: 253.85, best: 276.14
Evaluation return: 255.67, best: 276.14
Evaluation return: 258.51, best: 276.14
Evaluation return: 263.57, best: 276.14
Evaluation return: 255.54, best: 276.14
Evaluation return: 257.94, best: 276.14
Evaluation return: 254.90, best: 276.14
Evaluation return: 241.77, best: 276.14
Evaluation return: 245.83, best: 276.14
Evaluation return: 241.25, best: 276.14
Evaluation return: 235.20, best: 276.14
Evaluation return: 235.49, best: 276.14
Evaluation return: 237.74, best: 276.14
Evaluation return: 232.33, best: 276.14
Evaluation return: 230.53, best: 276.14
Evaluation return: 229.73, best: 276.14
Evaluation return: 231.81, best: 276.14
Evaluation return: 242.01, best: 276.14
Evaluation return: 244.26, best: 276.14
Evaluation return: 241.66, best: 276.14
Evaluation return: 253.81, best: 276.14
Evaluation return: 251.89, best: 276.14
Evaluation return: 249.87, best: 276.14
Evaluation return: 250.05, best: 276.14
Evaluation return: 252.80, best: 276.14
Evaluation return: 255.29, best: 276.14
Evaluation return: 250.28, best: 276.14
Evaluation return: 253.17, best: 276.14
Evaluation return: 249.64, best: 276.14
Evaluation return: 243.78, best: 276.14
Evaluation return: 241.63, best: 276.14
Evaluation return: 240.66, best: 276.14
Evaluation return: 238.53, best: 276.14
Evaluation return: 234.44, best: 276.14
Evaluation return: 230.85, best: 276.14
Evaluation return: 228.95, best: 276.14
Evaluation return: 223.69, best: 276.14
Evaluation return: 216.34, best: 276.14
Evaluation return: 211.98, best: 276.14
Evaluation return: 222.53, best: 276.14
Evaluation return: 215.25, best: 276.14
Evaluation return: 211.39, best: 276.14
Evaluation return: 215.14, best: 276.14
Evaluation return: 218.60, best: 276.14
Evaluation return: 217.60, best: 276.14
Evaluation return: 212.74, best: 276.14
Evaluation return: 220.03, best: 276.14
Evaluation return: 226.94, best: 276.14
Evaluation return: 228.70, best: 276.14
Evaluation return: 225.29, best: 276.14
Evaluation return: 233.88, best: 276.14
Evaluation return: 240.94, best: 276.14
Evaluation return: 226.50, best: 276.14
Evaluation return: 231.37, best: 276.14
Evaluation return: 237.16, best: 276.14
Evaluation return: 238.32, best: 276.14
Evaluation return: 237.83, best: 276.14
Evaluation return: 232.13, best: 276.14
Evaluation return: 231.67, best: 276.14
Evaluation return: 234.26, best: 276.14
Evaluation return: 232.44, best: 276.14
Evaluation return: 229.19, best: 276.14
Evaluation return: 244.29, best: 276.14
Evaluation return: 233.87, best: 276.14
Evaluation return: 233.32, best: 276.14
Evaluation return: 236.25, best: 276.14
Evaluation return: 241.88, best: 276.14
Evaluation return: 247.50, best: 276.14
Evaluation return: 254.04, best: 276.14
Evaluation return: 257.14, best: 276.14
Evaluation return: 262.53, best: 276.14
Evaluation return: 255.93, best: 276.14
Evaluation return: 250.13, best: 276.14
Evaluation return: 261.94, best: 276.14
Evaluation return: 259.98, best: 276.14
Evaluation return: 258.72, best: 276.14
Evaluation return: 250.66, best: 276.14
Evaluation return: 250.59, best: 276.14
Evaluation return: 245.05, best: 276.14
Evaluation return: 240.86, best: 276.14
Evaluation return: 232.23, best: 276.14
Evaluation return: 235.69, best: 276.14
Evaluation return: 237.05, best: 276.14
Evaluation return: 237.23, best: 276.14
Evaluation return: 244.38, best: 276.14
Evaluation return: 241.44, best: 276.14
Evaluation return: 236.44, best: 276.14
Evaluation return: 240.02, best: 276.14
Evaluation return: 248.25, best: 276.14
Evaluation return: 255.37, best: 276.14
Evaluation return: 258.66, best: 276.14
Evaluation return: 267.55, best: 276.14
Evaluation return: 266.56, best: 276.14
Evaluation return: 265.95, best: 276.14
Evaluation return: 251.85, best: 276.14
Evaluation return: 254.25, best: 276.14
Evaluation return: 254.76, best: 276.14
Evaluation return: 241.55, best: 276.14
Evaluation return: 231.75, best: 276.14
Evaluation return: 228.05, best: 276.14
Evaluation return: 224.61, best: 276.14
Evaluation return: 222.38, best: 276.14
Evaluation return: 224.66, best: 276.14
Evaluation return: 224.76, best: 276.14
Evaluation return: 232.95, best: 276.14
Evaluation return: 230.40, best: 276.14
Evaluation return: 232.37, best: 276.14
Evaluation return: 247.07, best: 276.14
Evaluation return: 252.27, best: 276.14
Evaluation return: 251.93, best: 276.14
Evaluation return: 254.97, best: 276.14
Evaluation return: 252.16, best: 276.14
Evaluation return: 248.55, best: 276.14
Evaluation return: 244.43, best: 276.14
Evaluation return: 247.78, best: 276.14
Evaluation return: 248.50, best: 276.14
Evaluation return: 255.23, best: 276.14
Evaluation return: 253.45, best: 276.14
Evaluation return: 252.48, best: 276.14
Evaluation return: 248.77, best: 276.14
Evaluation return: 247.58, best: 276.14
Evaluation return: 248.62, best: 276.14
Evaluation return: 244.65, best: 276.14
Evaluation return: 250.07, best: 276.14
Evaluation return: 249.61, best: 276.14
Evaluation return: 253.66, best: 276.14
Evaluation return: 255.13, best: 276.14
Evaluation return: 251.98, best: 276.14
Evaluation return: 249.34, best: 276.14
Evaluation return: 247.00, best: 276.14
Evaluation return: 249.30, best: 276.14
Evaluation return: 245.38, best: 276.14
Evaluation return: 248.82, best: 276.14
Evaluation return: 248.65, best: 276.14
Evaluation return: 252.98, best: 276.14
Evaluation return: 255.49, best: 276.14
Evaluation return: 253.17, best: 276.14
Evaluation return: 253.45, best: 276.14
Evaluation return: 258.94, best: 276.14
Evaluation return: 262.71, best: 276.14
Evaluation return: 255.77, best: 276.14
Evaluation return: 259.26, best: 276.14
Evaluation return: 267.89, best: 276.14
Evaluation return: 263.86, best: 276.14
Evaluation return: 253.90, best: 276.14
Evaluation return: 248.76, best: 276.14
Evaluation return: 251.59, best: 276.14
Evaluation return: 254.29, best: 276.14
Evaluation return: 251.55, best: 276.14
Evaluation return: 250.11, best: 276.14
Evaluation return: 253.64, best: 276.14
Evaluation return: 254.82, best: 276.14
Evaluation return: 253.01, best: 276.14
Evaluation return: 248.55, best: 276.14
Evaluation return: 253.36, best: 276.14
Evaluation return: 254.07, best: 276.14
Evaluation return: 245.15, best: 276.14
Evaluation return: 239.53, best: 276.14
Evaluation return: 238.99, best: 276.14
Evaluation return: 239.64, best: 276.14
Evaluation return: 242.39, best: 276.14
Evaluation return: 243.30, best: 276.14
Evaluation return: 242.24, best: 276.14
Evaluation return: 245.40, best: 276.14
Evaluation return: 249.09, best: 276.14
Evaluation return: 242.96, best: 276.14
Evaluation return: 246.48, best: 276.14
Evaluation return: 252.31, best: 276.14
Evaluation return: 257.08, best: 276.14
Evaluation return: 261.01, best: 276.14
Evaluation return: 259.69, best: 276.14
Evaluation return: 254.87, best: 276.14
Evaluation return: 254.67, best: 276.14
Evaluation return: 256.11, best: 276.14
Evaluation return: 257.84, best: 276.14
Evaluation return: 265.80, best: 276.14
Evaluation return: 271.71, best: 276.14
Evaluation return: 256.68, best: 276.14
Evaluation return: 255.54, best: 276.14
Evaluation return: 252.08, best: 276.14
Evaluation return: 258.59, best: 276.14
Evaluation return: 261.73, best: 276.14
Evaluation return: 253.93, best: 276.14
Evaluation return: 253.87, best: 276.14
Evaluation return: 250.99, best: 276.14
Evaluation return: 256.24, best: 276.14
Evaluation return: 253.95, best: 276.14
Evaluation return: 258.18, best: 276.14
Evaluation return: 252.17, best: 276.14
Evaluation return: 251.15, best: 276.14
Evaluation return: 246.30, best: 276.14
Evaluation return: 238.92, best: 276.14
Evaluation return: 248.45, best: 276.14
Evaluation return: 245.76, best: 276.14
Evaluation return: 232.39, best: 276.14
Evaluation return: 227.27, best: 276.14
Evaluation return: 216.48, best: 276.14
Evaluation return: 224.25, best: 276.14
Evaluation return: 231.21, best: 276.14
Evaluation return: 237.86, best: 276.14
Evaluation return: 235.67, best: 276.14
Evaluation return: 235.44, best: 276.14
Evaluation return: 230.25, best: 276.14
Evaluation return: 230.42, best: 276.14
Evaluation return: 243.78, best: 276.14
Evaluation return: 243.80, best: 276.14
Evaluation return: 256.16, best: 276.14
Evaluation return: 249.14, best: 276.14
Evaluation return: 244.09, best: 276.14
Evaluation return: 244.92, best: 276.14
Evaluation return: 244.21, best: 276.14
Evaluation return: 250.37, best: 276.14
Evaluation return: 254.24, best: 276.14
Evaluation return: 259.81, best: 276.14
Evaluation return: 248.31, best: 276.14
Evaluation return: 237.69, best: 276.14
Evaluation return: 234.61, best: 276.14
Evaluation return: 238.17, best: 276.14
Evaluation return: 237.64, best: 276.14
Evaluation return: 224.46, best: 276.14
Evaluation return: 221.09, best: 276.14
Evaluation return: 221.01, best: 276.14
Evaluation return: 213.67, best: 276.14
Evaluation return: 195.51, best: 276.14
Evaluation return: 203.15, best: 276.14
Evaluation return: 210.00, best: 276.14
Evaluation return: 214.80, best: 276.14
Evaluation return: 218.46, best: 276.14
Evaluation return: 216.75, best: 276.14
Evaluation return: 226.59, best: 276.14
Evaluation return: 231.32, best: 276.14
Evaluation return: 227.37, best: 276.14
Evaluation return: 235.18, best: 276.14
Evaluation return: 252.35, best: 276.14
Evaluation return: 251.65, best: 276.14
Evaluation return: 258.17, best: 276.14
Evaluation return: 238.62, best: 276.14
Evaluation return: 234.55, best: 276.14
Evaluation return: 235.45, best: 276.14
Evaluation return: 238.98, best: 276.14
Evaluation return: 240.83, best: 276.14
Evaluation return: 245.23, best: 276.14
Evaluation return: 238.14, best: 276.14
Evaluation return: 238.86, best: 276.14
Evaluation return: 242.02, best: 276.14
Evaluation return: 244.55, best: 276.14
Evaluation return: 261.29, best: 276.14
Evaluation return: 266.15, best: 276.14
Evaluation return: 268.10, best: 276.14
Evaluation return: 265.00, best: 276.14
Evaluation return: 257.06, best: 276.14
Evaluation return: 260.11, best: 276.14
Evaluation return: 265.37, best: 276.14
Evaluation return: 259.82, best: 276.14
Evaluation return: 259.49, best: 276.14
Evaluation return: 250.89, best: 276.14
Evaluation return: 246.31, best: 276.14
Evaluation return: 239.16, best: 276.14
Evaluation return: 238.20, best: 276.14
Evaluation return: 232.11, best: 276.14
Evaluation return: 229.74, best: 276.14
Evaluation return: 222.16, best: 276.14
Evaluation return: 221.73, best: 276.14
Evaluation return: 224.26, best: 276.14
Evaluation return: 223.65, best: 276.14
Evaluation return: 225.52, best: 276.14
Evaluation return: 229.55, best: 276.14
Evaluation return: 237.61, best: 276.14
Evaluation return: 241.27, best: 276.14
Evaluation return: 242.42, best: 276.14
Evaluation return: 254.87, best: 276.14
Evaluation return: 259.88, best: 276.14
Evaluation return: 256.33, best: 276.14
Evaluation return: 246.93, best: 276.14
Evaluation return: 248.33, best: 276.14
Evaluation return: 249.01, best: 276.14
Evaluation return: 252.71, best: 276.14
Evaluation return: 245.15, best: 276.14
Evaluation return: 245.15, best: 276.14
Evaluation return: 242.81, best: 276.14
Evaluation return: 243.82, best: 276.14
Evaluation return: 244.51, best: 276.14
Evaluation return: 247.30, best: 276.14
Evaluation return: 260.27, best: 276.14
Evaluation return: 254.03, best: 276.14
Evaluation return: 244.85, best: 276.14
Evaluation return: 240.27, best: 276.14
Evaluation return: 246.49, best: 276.14
Evaluation return: 244.09, best: 276.14
Evaluation return: 244.92, best: 276.14
Evaluation return: 240.16, best: 276.14
Evaluation return: 241.26, best: 276.14
Evaluation return: 235.55, best: 276.14
Evaluation return: 235.02, best: 276.14
Evaluation return: 238.00, best: 276.14
Evaluation return: 247.52, best: 276.14
Evaluation return: 248.57, best: 276.14
Evaluation return: 249.97, best: 276.14
Evaluation return: 241.86, best: 276.14
Evaluation return: 241.50, best: 276.14
Evaluation return: 243.86, best: 276.14
Evaluation return: 228.72, best: 276.14
Evaluation return: 232.67, best: 276.14
Evaluation return: 230.54, best: 276.14
Evaluation return: 227.63, best: 276.14
Evaluation return: 227.08, best: 276.14
Evaluation return: 223.73, best: 276.14
Evaluation return: 217.98, best: 276.14
Evaluation return: 221.85, best: 276.14
Evaluation return: 226.05, best: 276.14
Evaluation return: 226.95, best: 276.14
Evaluation return: 242.52, best: 276.14
Evaluation return: 243.08, best: 276.14
Evaluation return: 238.43, best: 276.14
Evaluation return: 237.78, best: 276.14
Evaluation return: 235.69, best: 276.14
Evaluation return: 243.68, best: 276.14
Evaluation return: 242.25, best: 276.14
Evaluation return: 246.96, best: 276.14
Evaluation return: 247.10, best: 276.14
Evaluation return: 247.92, best: 276.14
Evaluation return: 246.75, best: 276.14
Evaluation return: 247.42, best: 276.14
Evaluation return: 251.66, best: 276.14
Evaluation return: 255.77, best: 276.14
Evaluation return: 261.70, best: 276.14
Evaluation return: 254.24, best: 276.14
Evaluation return: 260.70, best: 276.14
Evaluation return: 256.07, best: 276.14
Evaluation return: 255.55, best: 276.14
Evaluation return: 250.71, best: 276.14
Evaluation return: 250.98, best: 276.14
Evaluation return: 250.88, best: 276.14
Evaluation return: 246.72, best: 276.14
Evaluation return: 245.47, best: 276.14
Evaluation return: 245.75, best: 276.14
Evaluation return: 250.47, best: 276.14
Evaluation return: 244.74, best: 276.14
Evaluation return: 240.25, best: 276.14
Evaluation return: 241.47, best: 276.14
Evaluation return: 247.13, best: 276.14
Evaluation return: 250.55, best: 276.14
Evaluation return: 244.70, best: 276.14
Evaluation return: 247.14, best: 276.14
Evaluation return: 246.48, best: 276.14
Evaluation return: 243.87, best: 276.14
Evaluation return: 233.55, best: 276.14
Evaluation return: 236.39, best: 276.14
Evaluation return: 247.40, best: 276.14
Evaluation return: 248.48, best: 276.14
Evaluation return: 244.19, best: 276.14
Evaluation return: 238.79, best: 276.14
Evaluation return: 242.31, best: 276.14
Evaluation return: 243.28, best: 276.14
Evaluation return: 245.88, best: 276.14
Evaluation return: 245.66, best: 276.14
Evaluation return: 241.78, best: 276.14
Evaluation return: 239.39, best: 276.14
Evaluation return: 240.65, best: 276.14
Evaluation return: 238.42, best: 276.14
Evaluation return: 240.29, best: 276.14
Evaluation return: 240.77, best: 276.14
Evaluation return: 230.63, best: 276.14
Evaluation return: 228.52, best: 276.14
Evaluation return: 221.27, best: 276.14
Evaluation return: 216.39, best: 276.14
Evaluation return: 224.90, best: 276.14
Evaluation return: 233.67, best: 276.14
Evaluation return: 228.99, best: 276.14
Evaluation return: 227.90, best: 276.14
Evaluation return: 229.24, best: 276.14
Evaluation return: 234.16, best: 276.14
Evaluation return: 247.28, best: 276.14
Evaluation return: 241.62, best: 276.14
Evaluation return: 253.21, best: 276.14
Evaluation return: 261.19, best: 276.14
Evaluation return: 265.71, best: 276.14
Evaluation return: 264.18, best: 276.14
Evaluation return: 259.86, best: 276.14
Evaluation return: 256.00, best: 276.14
Evaluation return: 256.59, best: 276.14
Evaluation return: 243.84, best: 276.14
Evaluation return: 242.74, best: 276.14
Evaluation return: 247.14, best: 276.14
Evaluation return: 245.40, best: 276.14
Evaluation return: 245.02, best: 276.14
Evaluation return: 240.84, best: 276.14
Evaluation return: 230.82, best: 276.14
Evaluation return: 234.73, best: 276.14
Evaluation return: 240.25, best: 276.14
Evaluation return: 233.48, best: 276.14
Evaluation return: 227.68, best: 276.14
Evaluation return: 221.72, best: 276.14
Evaluation return: 212.43, best: 276.14
Evaluation return: 213.29, best: 276.14
Evaluation return: 203.12, best: 276.14
Evaluation return: 209.64, best: 276.14
Evaluation return: 212.61, best: 276.14
Evaluation return: 218.06, best: 276.14
Evaluation return: 221.44, best: 276.14
Evaluation return: 219.79, best: 276.14
Evaluation return: 233.99, best: 276.14
Evaluation return: 236.28, best: 276.14
Evaluation return: 252.69, best: 276.14
Evaluation return: 249.50, best: 276.14
Evaluation return: 255.44, best: 276.14
Evaluation return: 248.66, best: 276.14
Evaluation return: 254.99, best: 276.14
Evaluation return: 252.16, best: 276.14
Evaluation return: 244.61, best: 276.14
Evaluation return: 250.11, best: 276.14
Evaluation return: 246.07, best: 276.14
Evaluation return: 254.92, best: 276.14
Evaluation return: 250.22, best: 276.14
Evaluation return: 247.70, best: 276.14
Evaluation return: 245.19, best: 276.14
Evaluation return: 251.45, best: 276.14
Evaluation return: 249.89, best: 276.14
Evaluation return: 245.07, best: 276.14
Evaluation return: 251.51, best: 276.14
Evaluation return: 248.10, best: 276.14
Evaluation return: 251.77, best: 276.14
Evaluation return: 250.68, best: 276.14
Evaluation return: 246.55, best: 276.14
Evaluation return: 236.52, best: 276.14
Evaluation return: 236.91, best: 276.14
Evaluation return: 237.83, best: 276.14
Evaluation return: 231.63, best: 276.14
Evaluation return: 238.42, best: 276.14
Evaluation return: 238.82, best: 276.14
Evaluation return: 243.26, best: 276.14
Evaluation return: 237.56, best: 276.14
Evaluation return: 232.93, best: 276.14
Evaluation return: 240.23, best: 276.14
Evaluation return: 257.13, best: 276.14
Evaluation return: 253.17, best: 276.14
Evaluation return: 238.06, best: 276.14
Evaluation return: 232.64, best: 276.14
Evaluation return: 227.67, best: 276.14
Evaluation return: 221.45, best: 276.14
Evaluation return: 216.62, best: 276.14
Evaluation return: 227.06, best: 276.14
Evaluation return: 223.79, best: 276.14
Evaluation return: 224.96, best: 276.14
Evaluation return: 222.44, best: 276.14
Evaluation return: 227.89, best: 276.14
Evaluation return: 239.73, best: 276.14
Evaluation return: 244.90, best: 276.14
Evaluation return: 237.92, best: 276.14
Evaluation return: 238.97, best: 276.14
Evaluation return: 239.34, best: 276.14
Evaluation return: 227.68, best: 276.14
Evaluation return: 235.68, best: 276.14
Evaluation return: 230.68, best: 276.14
Evaluation return: 227.46, best: 276.14
Evaluation return: 230.02, best: 276.14
Evaluation return: 226.30, best: 276.14
Evaluation return: 236.79, best: 276.14
Evaluation return: 247.15, best: 276.14
Evaluation return: 250.65, best: 276.14
Evaluation return: 248.95, best: 276.14
Evaluation return: 249.25, best: 276.14
Evaluation return: 251.61, best: 276.14
Evaluation return: 251.82, best: 276.14
Evaluation return: 253.52, best: 276.14
Evaluation return: 248.77, best: 276.14
Evaluation return: 248.54, best: 276.14
Evaluation return: 248.38, best: 276.14
Evaluation return: 239.65, best: 276.14
Evaluation return: 238.28, best: 276.14
Evaluation return: 234.71, best: 276.14
Evaluation return: 229.56, best: 276.14
Evaluation return: 229.44, best: 276.14
Evaluation return: 232.27, best: 276.14
Evaluation return: 235.37, best: 276.14
Evaluation return: 237.37, best: 276.14
Evaluation return: 242.42, best: 276.14
Evaluation return: 238.90, best: 276.14
Evaluation return: 243.98, best: 276.14
Evaluation return: 249.84, best: 276.14
Evaluation return: 261.63, best: 276.14
Evaluation return: 269.46, best: 276.14
Evaluation return: 269.39, best: 276.14
Evaluation return: 271.73, best: 276.14
Evaluation return: 267.84, best: 276.14
Evaluation return: 271.80, best: 276.14
Evaluation return: 275.04, best: 276.14
Evaluation return: 274.91, best: 276.14
Evaluation return: 277.17, best: 276.14
Evaluation return: 266.05, best: 277.17
Evaluation return: 262.71, best: 277.17
Evaluation return: 267.52, best: 277.17
Evaluation return: 267.72, best: 277.17
Evaluation return: 255.61, best: 277.17
Evaluation return: 255.64, best: 277.17
Evaluation return: 249.38, best: 277.17
Evaluation return: 234.70, best: 277.17
Evaluation return: 229.28, best: 277.17
Evaluation return: 221.48, best: 277.17
Evaluation return: 210.93, best: 277.17
Evaluation return: 202.91, best: 277.17
Evaluation return: 198.24, best: 277.17
Evaluation return: 191.61, best: 277.17
Evaluation return: 197.92, best: 277.17
Evaluation return: 201.64, best: 277.17
Evaluation return: 206.67, best: 277.17
Evaluation return: 221.50, best: 277.17
Evaluation return: 220.19, best: 277.17
Evaluation return: 227.80, best: 277.17
Evaluation return: 238.59, best: 277.17
Evaluation return: 249.14, best: 277.17
Evaluation return: 249.67, best: 277.17
Evaluation return: 251.22, best: 277.17
Evaluation return: 253.87, best: 277.17
Evaluation return: 247.08, best: 277.17
Evaluation return: 245.98, best: 277.17
Evaluation return: 243.35, best: 277.17
Evaluation return: 250.70, best: 277.17
Evaluation return: 254.02, best: 277.17
Evaluation return: 260.07, best: 277.17
Evaluation return: 256.23, best: 277.17
Evaluation return: 258.47, best: 277.17
Evaluation return: 259.83, best: 277.17
Evaluation return: 258.39, best: 277.17
Evaluation return: 265.31, best: 277.17
Evaluation return: 264.98, best: 277.17
Evaluation return: 252.91, best: 277.17
Evaluation return: 242.78, best: 277.17
Evaluation return: 233.81, best: 277.17
Evaluation return: 237.41, best: 277.17
Evaluation return: 238.84, best: 277.17
Evaluation return: 238.75, best: 277.17
Evaluation return: 237.87, best: 277.17
Evaluation return: 239.56, best: 277.17
Evaluation return: 233.80, best: 277.17
Evaluation return: 236.11, best: 277.17
Evaluation return: 250.80, best: 277.17
Evaluation return: 257.07, best: 277.17
Evaluation return: 268.58, best: 277.17
Evaluation return: 265.19, best: 277.17
Evaluation return: 267.40, best: 277.17
Evaluation return: 273.41, best: 277.17
Evaluation return: 271.62, best: 277.17
Evaluation return: 274.06, best: 277.17
Evaluation return: 277.18, best: 277.17
Evaluation return: 275.34, best: 277.18
Evaluation return: 263.44, best: 277.18
Evaluation return: 270.39, best: 277.18
Evaluation return: 264.14, best: 277.18
Evaluation return: 266.60, best: 277.18
Evaluation return: 263.90, best: 277.18
Evaluation return: 259.89, best: 277.18
Evaluation return: 259.13, best: 277.18
Evaluation return: 249.17, best: 277.18
Evaluation return: 251.68, best: 277.18
Evaluation return: 251.10, best: 277.18
Evaluation return: 255.63, best: 277.18
Evaluation return: 245.48, best: 277.18
Evaluation return: 245.96, best: 277.18
Evaluation return: 242.13, best: 277.18
Evaluation return: 240.78, best: 277.18
Evaluation return: 236.32, best: 277.18
Evaluation return: 237.20, best: 277.18
Evaluation return: 247.67, best: 277.18
Evaluation return: 242.94, best: 277.18
Evaluation return: 247.33, best: 277.18
Evaluation return: 246.09, best: 277.18
Evaluation return: 245.57, best: 277.18
Evaluation return: 242.73, best: 277.18
Evaluation return: 246.01, best: 277.18
Evaluation return: 249.92, best: 277.18
Evaluation return: 250.75, best: 277.18
Evaluation return: 250.31, best: 277.18
Evaluation return: 247.90, best: 277.18
Evaluation return: 246.87, best: 277.18
Evaluation return: 238.34, best: 277.18
Evaluation return: 240.88, best: 277.18
Evaluation return: 245.69, best: 277.18
Evaluation return: 252.14, best: 277.18
Evaluation return: 248.70, best: 277.18
Evaluation return: 247.42, best: 277.18
Evaluation return: 244.69, best: 277.18
Evaluation return: 244.45, best: 277.18
Evaluation return: 239.16, best: 277.18
Evaluation return: 244.05, best: 277.18
Evaluation return: 253.02, best: 277.18
Evaluation return: 254.35, best: 277.18
Evaluation return: 252.35, best: 277.18
Evaluation return: 254.39, best: 277.18
Evaluation return: 248.04, best: 277.18
Evaluation return: 248.47, best: 277.18
Evaluation return: 249.47, best: 277.18
Evaluation return: 249.42, best: 277.18
Evaluation return: 254.79, best: 277.18
Evaluation return: 252.18, best: 277.18
Evaluation return: 252.29, best: 277.18
Evaluation return: 253.42, best: 277.18
Evaluation return: 249.05, best: 277.18
Evaluation return: 243.92, best: 277.18
Evaluation return: 249.52, best: 277.18
Evaluation return: 248.28, best: 277.18
Evaluation return: 252.50, best: 277.18
Evaluation return: 255.33, best: 277.18
Evaluation return: 259.47, best: 277.18
Evaluation return: 257.37, best: 277.18
Evaluation return: 246.26, best: 277.18
Evaluation return: 246.48, best: 277.18
Evaluation return: 258.67, best: 277.18
Evaluation return: 255.63, best: 277.18
Evaluation return: 252.60, best: 277.18
Evaluation return: 244.86, best: 277.18
Evaluation return: 245.76, best: 277.18
Evaluation return: 239.35, best: 277.18
Evaluation return: 236.23, best: 277.18
Evaluation return: 233.84, best: 277.18
Evaluation return: 244.12, best: 277.18
Evaluation return: 240.25, best: 277.18
Evaluation return: 236.92, best: 277.18
Evaluation return: 240.42, best: 277.18
Evaluation return: 247.70, best: 277.18
Evaluation return: 260.48, best: 277.18
Evaluation return: 259.12, best: 277.18
Evaluation return: 265.12, best: 277.18
Evaluation return: 259.95, best: 277.18
Evaluation return: 266.96, best: 277.18
Evaluation return: 265.59, best: 277.18
Evaluation return: 265.57, best: 277.18
Evaluation return: 264.62, best: 277.18
Evaluation return: 264.17, best: 277.18
Evaluation return: 261.97, best: 277.18
Evaluation return: 256.01, best: 277.18
Evaluation return: 246.28, best: 277.18
Evaluation return: 245.70, best: 277.18
Evaluation return: 250.11, best: 277.18
Evaluation return: 247.53, best: 277.18
Evaluation return: 243.09, best: 277.18
Evaluation return: 246.42, best: 277.18
Evaluation return: 241.69, best: 277.18
Evaluation return: 246.97, best: 277.18
Evaluation return: 249.23, best: 277.18
Evaluation return: 249.00, best: 277.18
Evaluation return: 262.03, best: 277.18
Evaluation return: 249.78, best: 277.18
Evaluation return: 251.90, best: 277.18
Evaluation return: 249.98, best: 277.18
Evaluation return: 257.92, best: 277.18
Evaluation return: 251.03, best: 277.18
Evaluation return: 257.73, best: 277.18
Evaluation return: 254.59, best: 277.18
Evaluation return: 255.59, best: 277.18
Evaluation return: 256.65, best: 277.18
Evaluation return: 248.44, best: 277.18
Evaluation return: 252.68, best: 277.18
Evaluation return: 250.75, best: 277.18
Evaluation return: 249.13, best: 277.18
Evaluation return: 243.93, best: 277.18
Evaluation return: 254.65, best: 277.18
Evaluation return: 247.52, best: 277.18
Evaluation return: 239.00, best: 277.18
Evaluation return: 235.79, best: 277.18
Evaluation return: 234.01, best: 277.18
Evaluation return: 235.48, best: 277.18
Evaluation return: 242.58, best: 277.18
Evaluation return: 233.84, best: 277.18
Evaluation return: 243.28, best: 277.18
Evaluation return: 243.51, best: 277.18
Evaluation return: 236.46, best: 277.18
Evaluation return: 238.06, best: 277.18
Evaluation return: 246.93, best: 277.18
Evaluation return: 245.58, best: 277.18
Evaluation return: 248.02, best: 277.18
Evaluation return: 247.84, best: 277.18
Evaluation return: 250.89, best: 277.18
Evaluation return: 256.20, best: 277.18
Evaluation return: 244.80, best: 277.18
